id;group_id;date;text
2432;222935597;2025-12-10 16:13:21;"Не теряйте ✔️ Теперь ON Лейбл!

В Новом году все загадывают быть лучшей версией себя, и мы не исключение. Пришло время меняться и расти — стартуем ребрендинг! 

За изменениями лейбла следите в наших соцсетях 🎵"
2483;222935597;2026-01-26 21:31:21;"Артисты лейбла на обложках плейлистов!
[https://vk.com/seemeenokap|SEEMEE], [https://vk.com/nkeeei|nkeeei], [https://vk.com/uniqepage|uniqe], [https://vk.com/artemshilovets|ARTEM SHILOVETS]; [https://vk.com/borisovskiy.trakt|Борисовский Тракт], [https://vk.com/beyamusic|Бэя], [https://vk.com/curly_tau|ТАУ] 💥"
2480;222935597;2026-01-24 15:01:00;"Почему живой артист всё ещё впереди искусственного интеллекта? 

Артисты начинают переживать за количество ИИ-треков в чартах и рост конкуренции, но у них остаётся много преимуществ перед искусственными проектами.

Узнали у руководителя A&R-отдела ON Лейбла, как выделиться на фоне большого количества новых ИИ-проектов и запомниться слушателям.

Читайте в карточках ✔️"
2479;222935597;2026-01-24 00:30:36;"💿 Релизы недели 

[https://vk.com/seemeenokap|SEEMEE], [https://vk.com/nkeeei|nkeeei], [https://vk.com/uniqepage|uniqe], [https://vk.com/artemshilovets|ARTEM SHILOVETS] — [https://vk.com/music/album/-2000424935_26424935_713630a2b101e3a59b|На лицо]

Лиричный трек в гламурном звучании нулевых, раскрывающий новые грани предстоящего микстейпа

[https://vk.com/borisovskiy.trakt|Борисовский Тракт] — [https://vk.com/music/album/-2000448327_26448327_97987ae32c5f2d78bb|Новая волна]

Ироничный инди-поп с ретро-звучанием рассказывает историю одного музыкального спора

[https://vk.com/beyamusic|Бэя] — [https://vk.com/music/album/-2000448208_26448208_6450f5a1809b346d2f|феврали]

Поп-рок о болезненной любви

«Февраль — не просто месяц, а метафора последнего холода перед оттепелью»

[https://vk.com/sheisvictor|вика кравцова] — [https://vk.com/music/album/-2000436716_26436716_35a5ba9110d3177e80|дышать под водой]

Гитарный альт-поп о внутренней трансформации, освобождении и принятии собственной силы

[https://vk.com/curly_tau|ТАУ] — [https://vk.com/music/album/-2000399523_26399523_91c2df582e1e133294|Я могу выбирать]

Жизнерадостный трек, напоминающий каждому о возможности выбора своего счастливого пути"
2476;222935597;2026-01-19 22:39:27;"Артисты лейбла на обложках плейлистов!
[https://vk.com/seemeenokap|SEEMEE], [https://vk.com/amanial|аманиэль], [https://vk.com/thedrunkmate|Drunk Mate] 🔥"
2473;222935597;2026-01-16 22:35:24;"💿 Релизы недели

[https://vk.com/seemeenokap|SEEMEE] — [https://vk.com/music/album/-2000399175_26399175_bd169fff7a98c36825|Strip Club]

Напористый хип-хоп сингл с предстоящего микстейпа артиста

[https://vk.com/sonya_prosti|sonyaprosti] — [https://vk.com/music/album/-2000399199_26399199_d74c1c6acd9306307c|Не прозвучало]

Трогательный инди-поп, наполненной романтикой и светлой ностальгией

[https://vk.com/amanial|аманиэль] — [https://vk.com/music/album/-2000399195_26399195_67c18fe32dbeb74342|Зима под кожей]

Кинематографичный фолк о застывших чувствах и состоянии внутреннего холода

[https://vk.com/thedrunkmate|Drunk Mate] — [https://vk.com/music/album/-2000399139_26399139_1500d8096ec5eeb656|Showdown]

Техничный рэп про дисциплину и долгий путь к результату без ставок на быстрый успех и алгоритмы"
2471;222935597;2026-01-16 22:14:47;"🎧 Релизы лейбла Zaelo

[https://vk.com/club42806518|Александр Шепс] — [https://vk.com/music/album/-2000399178_26399178_826aa91f783d3ad355|Непобедимый (Remix)]

Ремикс на декабрьский готик-поп трек"
2469;222935597;2026-01-13 21:30:17;"Премьера клипа!

[https://vk.com/ayyola.music|AY YOLA], [https://vk.com/alsou_official|ALSOU] — [https://vk.com/audio-2001954186_144954186|Ay, bylbylym]

Кинематографичное видео, наполненное историей, символами, метафорами и смыслами

«Зима в клипе не про время года. Человек может быть в тёплых краях, но чувствовать холод внутри. Особенно в моменты, когда остаётся наедине с собой, со своими сомнениями и страхами. В тишине они звучат громче всего. Ведь настоящая борьба между тёмным и светлым всегда происходит внутри»"
2468;222935597;2026-01-13 18:53:10;"Пусть Новый год начинается с добра ❤️

9 января совместно с [https://vk.com/kionstroki_ru|КИОН Строками] мы объединились для праздничного концерта в социальной гостинице для онкобольных детей «Добрый дом»

[https://vk.com/ulianchikkksinger|ульяна мамушкина] выступила с очень тёплой и нежной акустикой, а дети помимо музыкального вечера получили в подарок вдохновляющие и интересные книги

Искренне верим, что искусство обладает исцеляющей силой ✨

Выражаем благодарность нашим партнерам и друзьям, без которых это мероприятие бы не состоялось:

Ольге Белоконь
Manufactury Technical Production и лично:
Червенко Владимиру Михайловичу
Набилкову Игорю Дмитриевичу
Артемину Илье Игоревичу
Романюку Владимиру Николаевичу

А также издательствам Махаон, РИПОЛ Классик и Синдбад"
2464;222935597;2026-01-05 15:00:00;"❄️ Новогодний плейлист, в котором вы точно найдёте треки под свой вайб

Выбирали песни не только для тех, кто романтизирует январь, но и для тех, кто устал от всей этой праздничной мишуры

Ну и, конечно, как всегда максимальное жанровое разнообразие от артистов [https://vk.com/on__label|ON Лейбла]

Слушайте в [https://vk.com/kionmusicon|КИОН Музыке]: https://vk.cc/cSOqSk"
2463;222935597;2026-01-01 21:34:58;"Врываемся в новый год с новыми концертами 💥

Кто ещё не успел распланировать праздники? Первое выступление уже сегодня — сольник Jane Air в Урбане!

Сохраняйте и отправляйте друзьям, чтобы устроить себе яркие выходные ✔️"
2462;222935597;2025-12-29 19:05:18;"Год был невероятно продуктивным! 
Подвели итоги 💥

Спецпроекты, чарты, солдауты, синхронизация, премии, звёздные фиты и вирусные тренды в соцсетях 

Ну а все эти результаты в конце года красиво зафиналил наш ребрендинг — теперь мы ON Лейбл!
Впереди ждёт ещё больше красивой музыки ❤️"
2460;222935597;2025-12-29 18:32:07;"🎧 Новое в жанре поп 

[https://vk.com/lesha_poi|Леша Пой] — [https://vk.com/music/album/-2000028810_26028810_d43462a476c4478e71|сбудется]

Оптимистичный гитарный трек об исполнении желаний

«Я написал эту песню, чтобы у всех людей, которые её послушают, всё получилось»

[https://vk.com/dasha_mist|Dasha Mist] — [https://vk.com/music/album/-2000077557_26077557_6bb48fa05b5f3c68dc|Следы (...о тебе)]

Нежная зимняя поп-баллада о любви

[https://vk.com/t_gosha|T.Gosha] — [https://vk.com/music/album/-2000077448_26077448_26443ff6699650fdff|Запомню все] 

Искренний и кинематографичный релиз с атмосферой зимней ночи 

[https://vk.com/nekusainekusai|neku sai!] — [https://vk.com/music/album/-2000077525_26077525_06e4d956b95725965f|Новый Год Отстой]

Ироничный новогодний трек для тех, у кого нет праздничного настроения

[https://vk.com/alpinmusic|Alpin] — [https://vk.com/music/album/-2000077485_26077485_08b8dadbb55ac093f1|Больше смысла]

Предновогодняя поп-баллада о вере в лучшее"
2458;222935597;2025-12-29 17:18:29;"⚡Новое в жанре рок

[https://vk.com/janeairband|Jane Air], [https://vk.com/krewe_brassband|Krewe Brass Band], [https://vk.com/artist/djbalanov|Dj Balanov] — [https://vk.com/music/album/-2000077294_26077294_94f213b223a7103de9|5 минут] 

Переосмысление новогодней классики из Карнавальной ночи в тяжёлом, альтернативном звучании

[https://vk.com/waterparkk|аквапарк] — [https://vk.com/music/album/-2000119350_26119350_a4fc8481256056d04b|скажи как выгляжу]

Романтичный трек с ретро-атмосферой советских танцплощадок"
2455;222935597;2025-12-29 15:24:49;"💿 Новое в жанре инди

[https://vk.com/sashasolntseva_music|Саша Солнцева] — [https://vk.com/audio-2001312590_145312590|Колыбельная кошке]

Тёплая и уютная предновогодняя акустика, посвящённая кошке исполнительницы

[https://vk.com/margo_grel|Грель] — [https://vk.com/music/album/-2000107446_26107446_9ca38666886f715f3d|Странная девочка]

Искренний акустик-рок о необдуманных решениях и подростковом максимализме"
2453;222935597;2025-12-26 21:59:34;"📀 Альбом недели

[https://vk.com/jaroslavsumishevskiy|Ярослав Сумишевский] — [https://vk.com/music/playlist/-222935597_98_d24f471356bb64f2ea|Концерт с симфоническим оркестром (Live БКЗ ""Октябрьский"" 2024)]

Глубокая лирика и яркие танцевальные хиты в сопровождении большого симфонического оркестра"
73536;222935597;2025-12-26 16:00:51;"Самая дружелюбная подборка треков ✨

К премьере комедийного сериала «Жека Рассел» КИОН и ON Лейбл подготовили для всех зрителей музыкальный подарок — любимые новогодние треки, исполненные джек-рассел терьером: https://clck.ru/3R3ANy

Композиции уже доступны в КИОН Музыке 💖

Бонус! Собрали для вас эксклюзивный «собачий» плейлист — подборка для уютных новогодних дней в компании питомца 🐶: https://clck.ru/3R3AMW

Смотрите 1 января премьеру сериала «Жека Рассел» на КИОН ( https://clck.ru/3Qf7js ) и слушайте новогодние треки на КИОН Музыке ❤️‍🔥: https://clck.ru/3R3AUk"
2450;222935597;2025-12-19 21:27:14;"📀 Альбом недели

[https://vk.ru/vlny_official|VLNY] — [https://vk.ru/audio_playlist-2000013433_26013433|Unplugged в театре. Акт I]

Медитативный акустический альбом — аудиоверсия лайва в стилистике MTV Ungplugged, который группа сыграла в апреле этого года"
2448;222935597;2025-12-17 22:31:50;"💬 Собрали для вас шпаргалку по правилам размещения рекламы в интернете

Будет полезно для всех, кто хочет монетизировать свои соцсети!

Узнали у юристов лейбла:
- Что должна содержать реклама
- Где нельзя размещать рекламу
- Какую ответственность несут лица, нарушающие правила рекламы
- Реклама иностранных лиц и рекламный сбор

Читайте в карточках и сохраняйте, чтобы корректно оформлять рекламу без нарушения новых законов ✔️"
2446;222935597;2025-12-16 22:25:39;🔥 Артисты лейбла на обложках плейлистов: [https://vk.com/artist/seyshen|сэйшн], [https://vk.com/mirovamv|Маша Мирова], [https://vk.com/suvorovamusic|Юля Суворова], [https://vk.com/ustinovpoet|Кирилл Устинов], [https://vk.com/sashasolntseva_music|Саша Солнцева], [https://vk.com/borisovskiy.trakt|Борисовский Тракт]
2444;222935597;2025-12-16 21:12:29;"✨ Так прошёл пятничный Студийник в пространстве [https://vk.com/studiobyzvuk|СТУДИО] от [https://vk.com/zvuk_on_air|Звука]

Анализировали текущие тренды, прогнозировали популярное в 2026 и слушали любимые песни [https://vk.com/ulianchikkksinger|ульяны мамушкиной]!"
2442;222935597;2025-12-15 21:57:23;"🎧 Релизы недели

[https://vk.com/sashasolntseva_music|Саша Солнцева] — [https://vk.com/music/album/-2000954581_25954581_c67932c74837895077|Без тебя]

Нежная лирика в сопровождении живого фортепиано и саксофона

[https://vk.com/borisovskiy.trakt|Борисовский Тракт] — [https://vk.com/music/album/-2000944746_25944746_fa973234663d00d51c|Новогодняя]

Новогодний инди-рок о том, что единственный Дед Мороз, способный принести счастье, — ты сам

[https://vk.com/lissabonband|Лиссабон] — [https://vk.com/music/album/-2000954590_25954590_1dcb8e467f38c7f69b|Сильвия]

Медитативный гитарный шугейз про одиночество 

[https://vk.com/kashtan_band|Каштан] — [https://vk.com/music/album/-2000919207_25919207_9f2e66b127ede12f7a|Останься]

Многослойный поп-рок о расставании

[https://vk.com/thedrunkmate|Drunk Mate] — [https://vk.com/music/album/-2000874827_25874827_9915dae5ce145cfe9e|Профдеформация]

Яростный рэп о конкуренции и выживании в музыкальной индустрии"
2439;222935597;2025-12-12 21:06:45;"📀 Альбом недели 

[https://vk.com/ustinovpoet|Кирилл Устинов] — [https://vk.com/music/album/-2000943856_25943856_04d1c62bed4cff4da4|Ключ к уязвимости]

Искренний акустик-рок альбом о взрослении, принятии и силе быть собой

Звучание всего релиза минималистично: никаких лишних деталей, только голос, гитара и пространство. Акцент на словах и эмоциях"
2437;222935597;2025-12-12 20:38:46;"💿 Альбом недели 

[https://vk.com/artist/seyshen|сэйшен] — [https://vk.com/music/album/-2000943739_25943739_a4c37e8755d2abbe48|Здарова, музыканты!]

Дебютный сборник лайвов импровизационного проекта «сэйшен» 

«Общая идея нашего проекта — импровизация и свобода. Мы рады, когда в нашем поле артисты раскрываются с новых, неожиданных для них самих сторон, и рождается музыка, которая никак иначе не появилась бы на этот свет», — говорит Алина Маркина ([https://vk.com/ps_markina|MARKINA]), основательница проекта"
7836;222935597;2025-12-10 23:00:20;"«Сказка — это не побег от реальности. Это место, куда всегда можно вернуться» 🌙

Как создать историю, которая убаюкивает не хуже маминого голоса и при этом говорит с ребёнком о дружбе, выборе и мире вокруг? Команда Строк подошла к вопросу серьёзно: провела исследование, собрала запросы современных семей и построила волшебный лес, в котором Лесовички растут, как и маленькие слушатели — шаг за шагом.

🎧 А затем к добрым историям добавилась музыка. Артисты [club222935597|МТС Лейбл] написали для каждой сказки колыбельные — тёплые, простые, узнаваемые.

Мы поговорили с артистами и автором проекта о том, как рождается музыка для волшебного леса, и какие сказки вдохновляют взрослых так же, как вдохновляли их в детстве.

Читайте интервью в медиа Строк (https://vk.cc/cSbSVk) с колыбельными в сервисе — пусть вечера станут чуть тише, а сны чуть добрее: https://vk.cc/cSbSZP"
2431;222935597;2025-12-09 20:29:23;🔥 Артисты лейбла на обложках плейлистов: [https://vk.com/ayyola.music|AY YOLA], [https://vk.com/alsou_official|ALSOU], [https://vk.com/martgorit|Мартгорит], [https://vk.com/billysbandd|Billy's Band]
